index,Category,Amount,
97986,Set,725.0,
97987,Set,1115.0,
97988,Set,0.0,
97989,Set,969.0,
97990,kurta,468.0,
97991,Set,,
97992,Set,0.0,
97993,kurta,301.0,
97994,kurta,399.0,
97995,Set,534.0,
97996,kurta,365.0,
97997,kurta,457.0,
97998,kurta,459.0,
97999,kurta,399.0,
98000,kurta,387.0,
98001,kurta,301.0,
98002,kurta,335.0,
98003,Western Dress,908.0,
98004,Set,461.0,
98005,Western Dress,0.0,
98006,Set,664.0,
98007,kurta,1033.0,
98008,Set,939.0,
98009,kurta,688.0,
98010,Set,1163.0,
98011,kurta,491.0,
98012,kurta,376.0,
98013,Set,521.0,
98014,kurta,735.0,
98015,Set,759.0,
98016,Set,635.0,
98017,Set,939.0,
98018,Set,562.0,
98019,kurta,870.0,
98020,Western Dress,735.0,
98021,Western Dress,725.0,
98022,Set,751.0,
98023,kurta,817.0,
98024,kurta,817.0,
98025,Western Dress,725.0,
98026,kurta,340.0,
98027,Western Dress,735.0,
98028,Set,1442.0,
98029,Set,1442.0,
98030,kurta,387.0,
98031,kurta,301.0,
98032,kurta,517.0,
98033,kurta,491.0,
98034,Set,441.0,
98035,Top,443.0,
98036,kurta,435.0,
98037,kurta,492.38,
98038,kurta,336.19,
98039,kurta,380.0,
98040,Western Dress,776.0,
98041,Set,828.0,
98042,kurta,431.0,
98043,Set,692.0,
98044,Set,939.0,
98045,kurta,,
98046,Set,569.0,
98047,kurta,468.0,
98048,kurta,,
98049,Western Dress,845.0,
98050,kurta,817.0,
98051,Western Dress,725.0,
98052,Set,1164.0,
98053,Set,845.0,
98054,Set,,
98055,Set,0.0,
98056,kurta,457.0,
98057,kurta,517.0,
98058,kurta,458.0,
98059,kurta,372.0,
98060,Set,664.0,
98061,Top,726.0,
98062,Set,,
98063,Set,725.0,
98064,Blouse,879.0,
98065,Set,751.0,
98066,Set,,
98067,Set,,
98068,Set,1352.0,
98069,kurta,487.0,
98070,kurta,435.0,
98071,Set,690.48,
98072,kurta,353.0,
98073,Set,751.0,
98074,kurta,517.0,
98075,Blouse,0.0,
98076,kurta,544.0,
98077,kurta,636.0,
98078,kurta,801.0,
98079,Set,939.0,
98080,Set,1323.0,
98081,kurta,0.0,
98082,Set,1163.0,
98083,Set,1323.0,
98084,Top,758.0,
98085,kurta,399.0,
98086,kurta,335.0,
98087,Set,1125.0,
98088,Set,751.0,
98089,Set,,
98090,Set,1112.0,
98091,kurta,801.0,
98092,Set,,
98093,Bottom,301.0,
98094,Western Dress,735.0,
98095,kurta,369.0,
98096,kurta,760.0,
98097,Top,,
98098,Western Dress,0.0,
98099,Set,,
98100,Top,758.0,
98101,Western Dress,735.0,
98102,kurta,333.0,
98103,kurta,486.0,
98104,Set,1442.0,
98105,Western Dress,735.0,
98106,Set,,
98107,kurta,459.0,
98108,Set,1204.0,
98109,kurta,353.0,
98110,Western Dress,735.0,
98111,kurta,335.0,
98112,Set,969.0,
98113,kurta,301.0,
98114,kurta,486.0,
98115,Set,,
98116,kurta,335.0,
98117,kurta,325.0,
98118,kurta,487.0,
98119,Set,599.0,
98120,Western Dress,725.0,
98121,Western Dress,735.0,
98122,kurta,435.0,
98123,kurta,416.0,
98124,Set,,
98125,kurta,387.0,
98126,Set,599.0,
98127,kurta,431.0,
98128,Set,736.0,
98129,Set,464.0,
98130,kurta,349.0,
98131,Set,,
98132,Top,726.0,
98133,Top,693.0,
98134,Set,648.0,
98135,Set,1204.0,
98136,Set,1204.0,
98137,Set,751.0,
98138,Set,751.0,
98139,kurta,,
98140,Set,751.0,
98141,Set,569.0,
98142,Top,536.19,
98143,Set,648.0,
98144,Set,999.0,
98145,Top,540.0,
98146,Set,899.0,
98147,kurta,801.0,
98148,Set,521.0,
98149,Western Dress,735.0,
98150,Set,,
98151,Set,543.0,
98152,Western Dress,,
98153,Set,1088.0,
98154,Set,751.0,
98155,Top,826.0,
98156,kurta,387.0,
98157,kurta,496.0,
98158,kurta,365.0,
98159,kurta,729.0,
98160,kurta,399.0,
98161,kurta,496.0,
98162,kurta,517.0,
98163,Set,1125.0,
98164,kurta,436.0,
98165,kurta,521.0,
98166,kurta,568.0,
98167,Top,726.0,
98168,kurta,435.0,
98169,Western Dress,735.0,
98170,kurta,349.0,
98171,kurta,460.0,
98172,Set,,
98173,kurta,301.0,
98174,kurta,335.0,
98175,kurta,525.0,
98176,kurta,458.0,
98177,kurta,457.0,
98178,kurta,496.0,
98179,kurta,597.0,
98180,Set,,
98181,kurta,438.1,
98182,Set,855.0,
98183,kurta,636.0,
98184,Western Dress,735.0,
98185,Set,635.0,
98186,Western Dress,735.0,
98187,Set,1137.0,
98188,Set,416.0,
98189,kurta,435.0,
98190,Western Dress,1168.0,
98191,kurta,696.0,
98192,kurta,,
98193,kurta,,
98194,Set,664.0,
98195,kurta,301.0,
98196,kurta,438.1,
98197,kurta,510.0,
98198,Western Dress,735.0,
98199,kurta,301.0,
98200,kurta,301.0,
98201,kurta,301.0,
98202,kurta,301.0,
98203,kurta,353.0,
98204,kurta,292.0,
98205,kurta,301.0,
98206,Western Dress,776.0,
98207,Western Dress,1091.0,
98208,Western Dress,735.0,
98209,kurta,,
98210,Top,367.0,
98211,kurta,518.0,
98212,Western Dress,,
98213,kurta,435.0,
98214,Set,725.0,
98215,kurta,460.0,
98216,Western Dress,908.0,
98217,Western Dress,735.0,
98218,Western Dress,792.0,
98219,kurta,435.0,
98220,Set,828.0,
98221,Set,599.0,
98222,kurta,688.0,
98223,Western Dress,,
98224,kurta,376.0,
98225,Set,1163.0,
98226,Set,939.0,
98227,Set,939.0,
98228,Western Dress,735.0,
98229,kurta,387.0,
98230,kurta,406.0,
98231,kurta,518.0,
98232,kurta,335.0,
98233,kurta,376.0,
98234,Set,0.0,
98235,kurta,436.0,
98236,Western Dress,564.0,
98237,Top,512.0,
98238,kurta,501.0,
98239,kurta,486.0,
98240,Set,,
98241,Set,,
98242,kurta,688.0,
98243,kurta,696.0,
98244,kurta,376.0,
98245,kurta,441.0,
98246,Top,443.0,
98247,kurta,301.0,
98248,Set,872.0,
98249,kurta,626.0,
98250,kurta,399.0,
98251,Set,933.0,
98252,kurta,702.0,
98253,kurta,817.0,
98254,kurta,728.0,
98255,kurta,387.0,
98256,kurta,301.0,
98257,kurta,,
98258,kurta,0.0,
98259,Set,612.0,
98260,kurta,626.0,
98261,kurta,369.0,
98262,Western Dress,719.0,
98263,kurta,387.0,
98264,Western Dress,735.0,
98265,kurta,376.0,
98266,kurta,308.0,
98267,kurta,301.0,
98268,kurta,369.0,
98269,kurta,399.0,
98270,Set,,
98271,kurta,308.0,
98272,Set,664.0,
98273,kurta,357.0,
98274,kurta,376.0,
98275,Set,1442.0,
98276,Set,420.0,
98277,Western Dress,735.0,
98278,Set,1315.0,
98279,Set,1163.0,
98280,Top,743.0,
98281,kurta,301.0,
98282,kurta,422.0,
98283,Top,758.0,
98284,Set,664.0,
98285,Set,1083.0,
98286,Set,1125.0,
98287,kurta,431.0,
98288,Set,569.0,
98289,Set,1163.0,
98290,kurta,308.0,
98291,Set,921.0,
98292,Set,,
98293,Western Dress,735.0,
98294,Ethnic Dress,885.0,
98295,Western Dress,1168.0,
98296,kurta,431.0,
98297,Western Dress,725.0,
98298,Set,534.0,
98299,Set,648.0,
98300,Set,543.0,
98301,kurta,308.0,
98302,Set,441.0,
98303,Set,825.0,
98304,Set,631.0,
98305,kurta,301.0,
98306,kurta,301.0,
98307,kurta,353.0,
98308,kurta,292.0,
98309,Set,635.0,
98310,kurta,597.0,
98311,kurta,448.57,
98312,kurta,0.0,
98313,kurta,457.0,
98314,kurta,301.0,
98315,kurta,,
98316,kurta,688.0,
98317,kurta,387.0,
98318,Western Dress,735.0,
98319,Set,1088.0,
98320,Set,659.05,
98321,Set,724.76,
98322,kurta,376.0,
98323,Set,847.0,
98324,kurta,728.0,
98325,kurta,496.0,
98326,kurta,431.0,
98327,kurta,431.0,
98328,Set,1115.0,
98329,kurta,399.0,
98330,kurta,471.0,
98331,kurta,460.0,
98332,Set,958.0,
98333,Set,635.0,
98334,kurta,415.24,
98335,kurta,349.0,
98336,Set,666.0,
98337,kurta,431.0,
98338,kurta,431.0,
98339,kurta,487.0,
98340,kurta,387.0,
98341,kurta,486.0,
98342,Set,416.0,
98343,kurta,517.0,
98344,kurta,517.0,
98345,Set,666.0,
98346,kurta,332.38,
98347,kurta,387.0,
98348,Set,1163.0,
98349,kurta,376.0,
98350,kurta,376.0,
98351,Set,1403.0,
98352,kurta,335.0,
98353,Set,845.0,
98354,kurta,569.0,
98355,kurta,517.0,
98356,kurta,750.0,
98357,kurta,457.0,
98358,Set,,
98359,Set,1315.18,
98360,Set,1112.0,
98361,Set,635.0,
98362,kurta,517.0,
98363,Set,921.0,
98364,Set,1204.0,
98365,Western Dress,744.0,
98366,Set,666.0,
98367,kurta,372.0,
98368,Top,908.0,
98369,kurta,522.0,
98370,Set,1115.0,
98371,Set,1115.0,
98372,Set,699.0,
98373,Set,828.0,
98374,kurta,323.0,
98375,Set,,
98376,Set,1127.0,
98377,Set,1192.0,
98378,kurta,376.0,
98379,Set,1221.0,
98380,kurta,688.0,
98381,kurta,496.0,
98382,Set,,
98383,Western Dress,735.0,
98384,Set,648.0,
98385,Top,367.0,
98386,kurta,626.0,
98387,kurta,436.0,
98388,kurta,380.0,
98389,Set,1130.0,
98390,kurta,522.0,
98391,Set,1323.0,
98392,Western Dress,735.0,
98393,Ethnic Dress,855.0,
98394,Set,872.0,
98395,Set,1163.0,
98396,kurta,496.0,
98397,Set,,
98398,kurta,399.0,
98399,kurta,414.29,
98400,Set,1125.0,
98401,kurta,362.0,
98402,Western Dress,704.0,
98403,kurta,565.0,
98404,Set,786.0,
98405,Western Dress,1187.0,
98406,Set,725.0,
98407,kurta,568.57,
98408,kurta,323.0,
98409,kurta,870.0,
98410,Top,487.0,
98411,Set,702.0,
98412,kurta,325.0,
98413,kurta,335.0,
98414,kurta,725.0,
98415,Set,1442.0,
98416,Top,343.0,
98417,kurta,336.0,
98418,kurta,,
98419,kurta,301.0,
98420,Western Dress,845.0,
98421,Set,969.0,
98422,Western Dress,725.0,
98423,kurta,,
98424,kurta,,
98425,kurta,,
98426,kurta,,
98427,kurta,,
98428,kurta,,
98429,Set,,
98430,kurta,431.0,
98431,kurta,0.0,
98432,Set,635.0,
98433,Western Dress,735.0,
98434,Western Dress,735.0,
98435,kurta,909.0,
98436,kurta,486.0,
98437,kurta,,
98438,Set,,
98439,Set,626.0,
98440,kurta,486.0,
98441,Western Dress,735.0,
98442,Set,1315.0,
98443,kurta,491.0,
98444,kurta,,
98445,kurta,418.0,
98446,kurta,435.0,
98447,kurta,335.0,
98448,Western Dress,735.0,
98449,kurta,301.0,
98450,Western Dress,735.0,
98451,kurta,487.0,
98452,kurta,428.0,
98453,kurta,301.0,
98454,Western Dress,735.0,
98455,Western Dress,899.0,
98456,kurta,1034.0,
98457,kurta,353.0,
98458,Western Dress,735.0,
98459,Western Dress,735.0,
98460,Set,396.19,
98461,Set,958.0,
98462,Set,,
98463,kurta,597.0,
98464,Western Dress,735.0,
98465,Set,1018.0,
98466,Western Dress,735.0,
98467,Set,1043.0,
98468,Set,1083.0,
98469,kurta,517.0,
98470,Western Dress,908.0,
98471,Ethnic Dress,438.0,
98472,Set,1174.0,
98473,kurta,369.0,
98474,kurta,468.0,
98475,kurta,487.0,
98476,Set,1221.0,
98477,kurta,445.71,
98478,kurta,416.0,
98479,Set,579.0,
98480,kurta,399.0,
98481,kurta,491.0,
98482,Western Dress,1044.0,
98483,Set,,
98484,Ethnic Dress,812.0,
98485,Set,573.0,
98486,kurta,468.0,
98487,kurta,463.81,
98488,kurta,353.0,
98489,kurta,496.0,
98490,kurta,406.0,
98491,kurta,540.0,
98492,kurta,376.0,
98493,Set,1164.0,
98494,Set,1098.0,
98495,kurta,301.0,
98496,kurta,335.0,
98497,kurta,486.0,
98498,kurta,422.0,
98499,Top,0.0,
98500,Set,899.0,
98501,kurta,387.0,
98502,kurta,323.0,
98503,Western Dress,649.0,
98504,Western Dress,735.0,
98505,Western Dress,735.0,
98506,Western Dress,828.0,
98507,Western Dress,700.0,
98508,Western Dress,700.0,
98509,Blouse,301.0,
98510,Set,,
98511,kurta,,
98512,kurta,544.0,
98513,kurta,645.0,
98514,Top,693.0,
98515,Set,521.0,
98516,Set,565.0,
98517,Set,595.0,
98518,Set,775.0,
98519,Set,725.0,
98520,kurta,301.0,
98521,kurta,308.0,
98522,kurta,486.0,
98523,kurta,752.0,
98524,Western Dress,807.0,
98525,kurta,431.0,
98526,Set,759.0,
98527,Set,464.0,
98528,kurta,345.0,
98529,Western Dress,725.0,
98530,Bottom,360.0,
98531,Top,908.0,
98532,Set,759.0,
98533,Set,969.0,
98534,Top,908.0,
98535,kurta,517.0,
98536,kurta,471.0,
98537,kurta,459.0,
98538,Western Dress,563.0,
98539,Ethnic Dress,362.0,
98540,Western Dress,735.0,
98541,Western Dress,1091.0,
98542,Western Dress,725.0,
98543,kurta,435.0,
98544,Set,1137.0,
98545,Set,825.0,
98546,Set,543.0,
98547,Set,441.9,
98548,kurta,635.0,
98549,Set,664.0,
98550,Ethnic Dress,1044.0,
98551,kurta,870.0,
98552,Western Dress,735.0,
98553,Top,693.0,
98554,kurta,301.0,
98555,Set,692.0,
98556,Set,499.0,
98557,kurta,376.0,
98558,Western Dress,744.0,
98559,Set,958.0,
98560,kurta,540.0,
98561,Set,1199.0,
98562,Ethnic Dress,812.0,
98563,Set,671.0,
98564,kurta,540.0,
98565,kurta,486.0,
98566,Western Dress,719.0,
98567,Set,1115.0,
98568,kurta,1043.0,
98569,Western Dress,735.0,
98570,kurta,786.0,
98571,Ethnic Dress,855.0,
98572,Top,758.0,
98573,Western Dress,899.0,
98574,kurta,356.0,
98575,kurta,369.0,
98576,Set,550.0,
98577,kurta,292.0,
98578,kurta,442.0,
98579,Set,958.0,
98580,Set,,
98581,kurta,659.05,
98582,Western Dress,735.0,
98583,kurta,458.0,
98584,kurta,435.0,
98585,Western Dress,596.0,
98586,Western Dress,421.0,
98587,Set,671.0,
98588,kurta,336.0,
98589,Set,1038.39,
98590,Western Dress,700.0,
98591,Set,939.0,
98592,kurta,870.0,
98593,Western Dress,735.0,
98594,kurta,568.0,
98595,kurta,376.0,
98596,Western Dress,725.0,
98597,Western Dress,735.0,
98598,Set,1221.0,
98599,Set,1127.0,
98600,Bottom,331.0,
98601,kurta,387.0,
98602,kurta,517.0,
98603,Set,573.0,
98604,Western Dress,792.0,
98605,kurta,376.0,
98606,kurta,702.0,
98607,kurta,693.0,
98608,kurta,517.0,
98609,kurta,517.0,
98610,Western Dress,771.0,
98611,Western Dress,735.0,
98612,Set,0.0,
98613,Set,1239.29,
98614,kurta,422.0,
98615,kurta,496.0,
98616,kurta,406.0,
98617,kurta,432.0,
98618,kurta,459.0,
98619,kurta,301.0,
98620,Set,872.0,
98621,Western Dress,1091.0,
98622,Western Dress,690.48,
98623,Set,664.0,
98624,Set,0.0,
98625,Set,1163.0,
98626,Western Dress,735.0,
98627,kurta,517.0,
98628,Set,1352.0,
98629,Set,699.0,
98630,Set,690.48,
98631,Set,521.0,
98632,Top,744.0,
98633,Top,704.0,
98634,Top,625.0,
98635,Western Dress,667.0,
98636,kurta,353.0,
98637,Western Dress,735.0,
98638,Set,958.0,
98639,kurta,336.0,
98640,kurta,399.0,
98641,kurta,457.0,
98642,Set,764.0,
98643,kurta,292.0,
98644,Set,751.0,
98645,kurta,432.0,
98646,kurta,323.0,
98647,Set,725.0,
98648,Western Dress,1187.0,
98649,kurta,399.0,
98650,kurta,510.0,
98651,kurta,286.67,
98652,kurta,286.67,
98653,kurta,406.0,
98654,kurta,432.0,
98655,kurta,301.0,
98656,kurta,432.0,
98657,kurta,376.0,
98658,Set,939.0,
98659,Set,764.0,
98660,kurta,487.0,
98661,Top,879.0,
98662,Set,635.0,
98663,Set,759.0,
98664,Set,702.0,
98665,Set,480.0,
98666,kurta,301.0,
98667,kurta,376.0,
98668,kurta,,
98669,kurta,435.0,
98670,kurta,301.0,
98671,Western Dress,461.0,
98672,kurta,372.0,
98673,Set,543.0,
98674,Top,629.0,
98675,Ethnic Dress,1044.0,
98676,Set,760.0,
98677,kurta,431.0,
98678,Set,845.0,
98679,Western Dress,1294.0,
98680,Western Dress,700.0,
98681,kurta,544.0,
98682,kurta,435.0,
98683,Set,664.0,
98684,Top,307.0,
98685,Top,375.0,
98686,Western Dress,588.0,
98687,kurta,399.0,
98688,kurta,376.0,
98689,kurta,406.0,
98690,Set,,
98691,Set,1075.0,
98692,Top,663.0,
98693,Set,569.0,
98694,Set,597.0,
98695,kurta,435.0,
98696,kurta,517.0,
98697,kurta,406.0,
98698,Top,758.0,
98699,kurta,496.0,
98700,Set,1199.0,
98701,Western Dress,735.0,
98702,Western Dress,1187.0,
98703,kurta,457.0,
98704,Set,725.0,
98705,Top,487.0,
98706,Top,343.0,
98707,kurta,435.0,
98708,Top,649.0,
98709,kurta,,
98710,Set,1083.0,
98711,Set,635.0,
98712,Western Dress,461.0,
98713,Top,,
98714,Set,573.0,
98715,kurta,,
98716,Western Dress,735.0,
98717,kurta,485.72,
98718,kurta,468.0,
98719,Set,526.0,
98720,kurta,323.0,
98721,kurta,496.0,
98722,kurta,486.0,
98723,kurta,399.0,
98724,Western Dress,735.0,
98725,Set,751.0,
98726,Western Dress,735.0,
98727,Set,763.0,
98728,kurta,692.0,
98729,Top,629.0,
98730,Top,443.0,
98731,Set,852.0,
98732,Set,759.0,
98733,kurta,387.0,
98734,kurta,654.0,
98735,Set,1125.0,
98736,Western Dress,725.0,
98737,Set,569.0,
98738,Set,751.0,
98739,Western Dress,735.0,
98740,kurta,486.0,
98741,kurta,349.0,
98742,Top,563.0,
98743,kurta,529.0,
98744,kurta,422.0,
98745,Set,626.0,
98746,kurta,301.0,
98747,Set,845.0,
98748,Set,909.0,
98749,kurta,353.0,
98750,kurta,308.0,
98751,Western Dress,735.0,
98752,kurta,335.0,
98753,kurta,301.0,
98754,kurta,336.19,
98755,Set,828.0,
98756,Set,692.0,
98757,Set,597.0,
98758,Set,562.0,
98759,Set,633.0,
98760,kurta,380.0,
98761,kurta,292.0,
98762,Western Dress,1168.0,
98763,kurta,458.0,
98764,kurta,457.0,
98765,kurta,369.0,
98766,kurta,380.0,
98767,kurta,387.0,
98768,kurta,349.0,
98769,kurta,431.0,
98770,kurta,301.0,
98771,Set,909.0,
98772,Set,845.0,
98773,Set,872.0,
98774,Set,484.0,
98775,Set,1258.0,
98776,Ethnic Dress,845.0,
98777,Set,597.0,
98778,Set,1075.0,
98779,Western Dress,649.0,
98780,Western Dress,649.0,
98781,kurta,458.0,
98782,Set,845.0,
98783,kurta,318.0,
98784,Set,484.0,
98785,kurta,471.0,
98786,Set,654.0,
98787,Blouse,794.0,
98788,kurta,387.0,
98789,Western Dress,744.0,
98790,Set,1127.0,
98791,kurta,735.0,
98792,Western Dress,735.0,
98793,Set,562.0,
98794,Set,543.0,
98795,Set,441.0,
98796,Western Dress,735.0,
98797,Set,573.0,
98798,kurta,301.0,
98799,Set,1088.0,
98800,Set,1115.0,
98801,kurta,832.0,
98802,kurta,387.0,
98803,Set,534.0,
98804,Set,725.0,
98805,kurta,569.0,
98806,Set,1315.0,
98807,kurta,626.0,
98808,Set,1088.0,
98809,Top,758.0,
98810,kurta,521.0,
98811,Set,939.0,
98812,Set,725.0,
98813,Set,633.0,
98814,Set,496.19,
98815,kurta,471.0,
98816,kurta,345.0,
98817,kurta,517.0,
98818,Saree,674.0,
98819,kurta,301.0,
98820,kurta,323.0,
98821,kurta,435.0,
98822,kurta,372.0,
98823,kurta,491.0,
98824,Set,,
98825,kurta,458.0,
98826,Western Dress,771.0,
98827,Set,702.0,
98828,Set,790.0,
98829,kurta,435.0,
98830,Set,1163.0,
98831,Set,441.0,
98832,Set,1281.0,
98833,kurta,0.0,
98834,Top,625.0,
98835,Set,1125.0,
98836,Set,699.0,
98837,Set,958.0,
98838,kurta,468.0,
98839,Set,1281.0,
98840,Western Dress,563.0,
98841,kurta,517.0,
98842,kurta,441.0,
98843,kurta,,
98844,Set,760.0,
98845,Set,521.0,
98846,Western Dress,678.0,
98847,Set,825.0,
98848,Set,1075.0,
98849,Set,521.0,
98850,Top,879.0,
98851,Top,837.14,
98852,kurta,458.0,
98853,Set,635.0,
98854,Set,725.0,
98855,Set,751.0,
98856,kurta,308.0,
98857,Top,346.0,
98858,Top,346.0,
98859,Set,481.0,
98860,kurta,544.0,
98861,Western Dress,908.0,
98862,Western Dress,735.0,
98863,Set,666.0,
98864,Western Dress,588.0,
98865,Set,1174.11,
98866,Set,633.0,
98867,kurta,568.0,
98868,kurta,349.0,
98869,Set,,
98870,kurta,462.86,
98871,Set,1075.0,
98872,Top,301.0,
98873,Set,729.0,
98874,kurta,692.0,
98875,kurta,458.0,
98876,kurta,301.0,
98877,Top,908.0,
98878,kurta,471.0,
98879,Set,751.0,
98880,Blouse,794.0,
98881,Blouse,588.0,
98882,kurta,301.0,
98883,kurta,487.0,
98884,kurta,325.0,
98885,kurta,301.0,
98886,kurta,471.0,
98887,Set,825.0,
98888,Set,457.0,
98889,Set,478.0,
98890,kurta,301.0,
98891,kurta,308.0,
98892,kurta,301.0,
98893,kurta,323.0,
98894,kurta,335.0,
98895,Western Dress,735.0,
98896,Set,521.0,
98897,Set,635.0,
98898,Set,852.0,
98899,kurta,380.0,
98900,Set,599.0,
98901,kurta,,
98902,kurta,387.0,
98903,Top,563.0,
98904,kurta,376.0,
98905,kurta,517.0,
98906,Western Dress,725.0,
98907,Top,443.0,
98908,kurta,487.0,
98909,Set,845.0,
98910,kurta,517.0,
98911,Western Dress,1294.0,
98912,Set,1031.0,
98913,Set,650.0,
98914,Set,1323.0,
98915,Set,702.0,
98916,Set,664.0,
98917,Set,612.0,
98918,Western Dress,899.0,
98919,Set,725.0,
98920,Western Dress,,
98921,kurta,458.0,
98922,Set,1115.0,
98923,Ethnic Dress,777.0,
98924,Set,1163.0,
98925,Western Dress,1168.0,
98926,kurta,335.0,
98927,Set,856.0,
98928,Western Dress,735.0,
98929,Set,852.0,
98930,Set,751.0,
98931,Set,481.0,
98932,kurta,387.0,
98933,kurta,369.0,
98934,Set,0.0,
98935,kurta,365.0,
98936,kurta,387.0,
98937,Top,463.0,
98938,kurta,471.0,
98939,Set,751.0,
98940,kurta,534.0,
98941,kurta,606.0,
98942,Set,1174.11,
98943,Western Dress,735.0,
98944,Western Dress,735.0,
98945,kurta,432.0,
98946,kurta,626.0,
98947,Set,626.0,
98948,kurta,457.0,
98949,kurta,387.0,
98950,Set,1234.0,
98951,kurta,,
98952,Set,725.0,
98953,kurta,387.0,
98954,Set,1163.0,
98955,Set,1163.0,
98956,Western Dress,807.0,
98957,Western Dress,807.0,
98958,Set,1176.0,
98959,Western Dress,735.0,
98960,kurta,496.0,
98961,Western Dress,1168.0,
98962,kurta,702.0,
98963,kurta,301.0,
98964,kurta,333.0,
98965,kurta,349.0,
98966,kurta,301.0,
98967,kurta,325.0,
98968,Western Dress,735.0,
98969,kurta,308.0,
98970,Set,1388.0,
98971,Set,1442.0,
98972,kurta,457.0,
98973,Set,759.0,
98974,Western Dress,735.0,
98975,Set,1268.0,
98976,Set,786.0,
98977,kurta,376.0,
98978,kurta,666.0,
98979,Western Dress,725.0,
98980,Western Dress,735.0,
98981,Western Dress,700.0,
98982,Western Dress,735.0,
98983,Set,1221.0,
98984,Set,1163.0,
98985,Set,1271.0,
98986,Set,529.0,
98987,Set,562.0,
98988,Set,562.0,
98989,Set,396.19,
98990,Set,1125.0,
98991,kurta,431.0,
98992,Set,633.0,
98993,kurta,696.0,
98994,Set,725.0,
98995,Set,1301.0,
98996,Set,763.0,
98997,kurta,,
98998,kurta,471.0,
98999,kurta,416.0,
99000,Western Dress,599.0,
99001,Western Dress,1168.0,
99002,kurta,349.0,
99003,kurta,387.0,
99004,kurta,323.0,
99005,kurta,544.0,
99006,kurta,487.0,
99007,kurta,325.0,
99008,kurta,,
99009,kurta,517.0,
99010,kurta,376.0,
99011,kurta,517.0,
99012,Top,512.0,
99013,Top,563.0,
99014,kurta,387.0,
99015,Set,523.0,
99016,Western Dress,735.0,
99017,kurta,645.0,
99018,Set,441.0,
99019,kurta,,
99020,kurta,491.0,
99021,kurta,301.0,
99022,Top,693.0,
99023,Set,725.0,
99024,Set,767.0,
99025,kurta,540.0,
99026,kurta,418.0,
99027,kurta,521.0,
99028,kurta,292.0,
99029,kurta,369.0,
99030,Set,1125.0,
99031,Set,635.0,
99032,kurta,496.0,
99033,kurta,457.0,
99034,Set,0.0,
99035,Bottom,,
99036,kurta,544.0,
99037,Set,1301.0,
99038,Western Dress,735.0,
99039,kurta,335.0,
99040,Western Dress,735.0,
99041,Top,588.0,
99042,Set,562.0,
99043,kurta,486.0,
99044,Set,664.0,
99045,Western Dress,725.0,
99046,Western Dress,1091.0,
99047,kurta,301.0,
99048,Western Dress,562.0,
99049,Top,726.0,
99050,Set,751.0,
99051,Ethnic Dress,1044.0,
99052,kurta,486.0,
99053,Top,487.0,
99054,Set,541.0,
99055,Set,543.0,
99056,Western Dress,735.0,
99057,kurta,335.0,
99058,kurta,387.0,
99059,Set,612.0,
99060,kurta,376.0,
99061,kurta,458.0,
99062,kurta,431.0,
99063,Set,736.0,
99064,Top,693.0,
99065,kurta,597.0,
99066,kurta,457.0,
99067,Set,,
99068,kurta,491.0,
99069,kurta,459.0,
99070,kurta,487.0,
99071,kurta,,
99072,Top,,
99073,Set,1076.0,
99074,kurta,387.0,
99075,kurta,301.0,
99076,kurta,380.0,
99077,kurta,485.71,
99078,kurta,496.0,
99079,kurta,416.0,
99080,Set,,
99081,Western Dress,771.0,
99082,Set,529.0,
99083,kurta,460.0,
99084,kurta,301.0,
99085,kurta,387.0,
99086,kurta,487.0,
99087,kurta,372.0,
99088,kurta,416.0,
99089,Set,1463.0,
99090,kurta,335.0,
99091,Set,416.0,
99092,Set,1281.0,
99093,Set,788.0,
99094,Top,693.0,
99095,kurta,534.0,
99096,kurta,286.67,
99097,kurta,358.1,
99098,Western Dress,,
99099,kurta,301.0,
99100,Set,1137.0,
99101,Set,1164.0,
99102,kurta,487.0,
99103,kurta,353.0,
99104,kurta,357.0,
99105,kurta,301.0,
99106,Western Dress,563.0,
99107,Western Dress,704.0,
99108,kurta,569.0,
99109,kurta,728.0,
99110,kurta,468.0,
99111,Top,693.0,
99112,Set,1199.0,
99113,Set,751.0,
99114,Set,,
99115,kurta,353.0,
99116,kurta,435.0,
99117,Set,1125.0,
99118,Set,626.0,
99119,Top,,
99120,kurta,476.0,
99121,kurta,416.0,
99122,kurta,,
99123,kurta,1033.0,
99124,Blouse,418.0,
99125,kurta,399.0,
99126,Set,1115.0,
99127,Set,845.0,
99128,Set,702.0,
99129,Top,512.0,
99130,kurta,486.0,
99131,Set,828.0,
99132,kurta,558.0,
99133,Set,654.0,
99134,Set,,
99135,Set,939.0,
99136,Set,828.0,
99137,Western Dress,649.0,
99138,Set,751.0,
99139,kurta,,
99140,Western Dress,,
99141,Set,1164.0,
99142,Set,1603.0,
99143,Western Dress,719.0,
99144,kurta,301.0,
99145,kurta,435.0,
99146,Western Dress,667.0,
99147,Set,1039.29,
99148,Western Dress,899.0,
99149,kurta,301.0,
99150,kurta,308.0,
99151,Set,852.0,
99152,Set,1088.0,
99153,Set,,
99154,Set,939.0,
99155,Set,848.0,
99156,Ethnic Dress,362.0,
99157,kurta,431.0,
99158,kurta,335.0,
99159,kurta,0.0,
99160,kurta,416.0,
99161,Set,484.0,
99162,kurta,491.0,
99163,Top,,
99164,Set,521.0,
99165,Western Dress,700.0,
99166,Set,1442.0,
